corp_code,fyear,ni,ocf,at,rev,cogs,at_prev,stock_code_x,corp_name_x,stock_code_y,corp_name_y
00695969,2018,-7870656210.0,-4240452730.0,41671770715.0,46698555191.0,36491979686.0,42933844466.0,94170.0,동운아나텍,,
00695969,2019,6605385258.0,-7451056725.0,54041007948.0,54763967033.0,39337548973.0,41671770715.0,94170.0,동운아나텍,,
00695969,2020,795098274.0,-9255389764.0,70231514851.0,70719105589.0,50493324577.0,54041007948.0,94170.0,동운아나텍,,
00139764,2015,8463117184.0,21666556711.0,126285551923.0,308322444017.0,244446481778.0,125570429919.0,11090.0,에넥스,,
00139764,2016,1866640935.0,-19058748121.0,152746916723.0,394111410504.0,324504558209.0,126285551923.0,11090.0,에넥스,,
00139764,2017,2055581366.0,6264981901.0,171431594475.0,434532817938.0,364012722153.0,152746916723.0,11090.0,에넥스,,
00139764,2018,1151805265.0,-3655100657.0,155415491003.0,445687610199.0,404310335718.0,171431594475.0,11090.0,에넥스,,
00139764,2019,-3764886077.0,-883020046.0,132037408231.0,363611209749.0,332398117417.0,155415491003.0,11090.0,에넥스,,
00139764,2020,-8893062172.0,15972313201.0,112937632263.0,233680439564.0,214957018790.0,132037408231.0,11090.0,에넥스,,
00334624,2016,3591890804.0,4421142811.0,47470498484.0,22243187205.0,,29833291954.0,38160.0,팍스넷,,
00334624,2017,1876323762.0,1896164571.0,49625005311.0,18312103925.0,,47470498484.0,38160.0,팍스넷,,
00334624,2018,-1969711278.0,-7804478831.0,62762010169.0,17881553066.0,,49625005311.0,38160.0,팍스넷,,
00334624,2019,-29969290094.0,-10172066192.0,78950571252.0,10679469432.0,,62762010169.0,38160.0,팍스넷,,
00334624,2020,-25925891466.0,-3308154057.0,32979681636.0,10262548133.0,2237504598.0,71735454862.0,38160.0,팍스넷,,
00128926,2015,-863499344.0,26956003634.0,141735522310.0,170938742872.0,157439906527.0,164357324957.0,17480.0,삼현철강,,
00128926,2016,9683224474.0,5181818048.0,153225747231.0,140571782890.0,126026883463.0,141735522310.0,17480.0,삼현철강,,
00128926,2017,6280126519.0,-5241169801.0,156426117072.0,169208696208.0,152672180389.0,153225747231.0,17480.0,삼현철강,,
00128926,2018,7232006832.0,7718129864.0,167102808783.0,227980186290.0,208743741792.0,156426117072.0,17480.0,삼현철강,,
00128926,2019,6548214775.0,7303658840.0,171203628047.0,237603984152.0,222303166312.0,167102808783.0,17480.0,삼현철강,,
00128926,2020,7725728871.0,9583791664.0,184543689274.0,224919932912.0,208079250151.0,171203628047.0,17480.0,삼현철강,,
00612489,2015,6501062262.0,4870243213.0,71463505677.0,38981759802.0,29555563769.0,46153741326.0,214430.0,아이쓰리시스템,,
00612489,2016,7351974316.0,4060867085.0,76548503286.0,51110408559.0,39392872037.0,71463505677.0,214430.0,아이쓰리시스템,,
00612489,2017,9358904489.0,10717515405.0,85514769961.0,69607526072.0,52825404976.0,76548503286.0,214430.0,아이쓰리시스템,,
00612489,2018,9784710139.0,15220552216.0,91926959942.0,69164997307.0,52969771247.0,85514769961.0,214430.0,아이쓰리시스템,,
00612489,2019,179851707.0,859955760.0,91546176462.0,51862038782.0,47143342788.0,91926959942.0,214430.0,아이쓰리시스템,,
00612489,2020,3011540885.0,33198850834.0,116971511570.0,66532479365.0,56090881327.0,91546176462.0,214430.0,아이쓰리시스템,,
00140052,2015,30454019870.0,40114353236.0,382261937126.0,192732967914.0,87944761175.0,351655600763.0,3800.0,에이스침대,,
00140052,2016,30275266915.0,30466414344.0,404681609993.0,203651325111.0,90081162857.0,382261937126.0,3800.0,에이스침대,,
00140052,2017,26429035047.0,28139014299.0,425894165885.0,206082705769.0,90955275970.0,404681609993.0,3800.0,에이스침대,,
00140052,2018,30309785324.0,42459025743.0,477104522079.0,225765097391.0,95879957229.0,425894165885.0,3800.0,에이스침대,,
00140052,2019,44215797914.0,46195189802.0,518118728639.0,277433283896.0,107116423013.0,477104522079.0,3800.0,에이스침대,,
00140052,2020,49327066761.0,57573086900.0,575946069599.0,289498514557.0,115204524379.0,519688128676.0,3800.0,에이스침대,,
00367455,2015,52664367.0,12725760287.0,117198140101.0,106401325392.0,97528510932.0,119153168822.0,92300.0,현우산업,,
00367455,2016,2778196358.0,18154192136.0,120890400202.0,119109130545.0,107929784393.0,117198140101.0,92300.0,현우산업,,
00367455,2017,4289898967.0,11372472278.0,137952570264.0,127420217531.0,114944529355.0,120890400202.0,92300.0,현우산업,,
00367455,2018,6181056674.0,9477244897.0,155155192953.0,147756321011.0,136339334761.0,137952570264.0,92300.0,현우산업,,
00367455,2019,2239110729.0,6161068331.0,165964411219.0,168476353949.0,155251197549.0,155155192953.0,92300.0,현우산업,,
00367455,2020,1121137353.0,-3331397102.0,174061735252.0,152927636510.0,143132973876.0,165964411219.0,92300.0,현우산업,,
00105606,2015,14971109138.0,9868864462.0,123875646074.0,203071984476.0,171095297283.0,110805832616.0,214330.0,금호에이치티,,
00105606,2016,8354070070.0,23467649498.0,156606980182.0,208574891678.0,184573472010.0,123875646074.0,214330.0,금호에이치티,,
00105606,2017,4933420550.0,14172411084.0,150164494698.0,179707628825.0,161231383730.0,156606980182.0,214330.0,금호에이치티,,
00105606,2018,7792877063.0,1469654335.0,238380055775.0,209260005915.0,188087059177.0,150164494698.0,214330.0,금호에이치티,,
00105606,2019,-75222682.0,7214831400.0,322078193091.0,251095061695.0,236522955993.0,238380055775.0,214330.0,금호에이치티,,
00105606,2020,-9813210792.0,14753678685.0,344298588585.0,219632557451.0,212816091705.0,322078193091.0,214330.0,금호에이치티,,
01142075,2020,3480793549.0,7938154722.0,37507560892.0,59751677123.0,51689122413.0,54607225152.0,163730.0,핑거,,
00201742,2015,11453775407.0,15687745838.0,138500967540.0,190103312547.0,169090501266.0,125060895043.0,48430.0,유라테크,,
00201742,2016,9789315049.0,8455245501.0,131254980820.0,211190390794.0,191906855619.0,138500967540.0,48430.0,유라테크,,
00201742,2017,3500864042.0,11671892219.0,131412792149.0,193904099284.0,182889431501.0,131254980820.0,48430.0,유라테크,,
00201742,2018,4479801312.0,9728493028.0,129478992823.0,198176561829.0,187015107376.0,131412792149.0,48430.0,유라테크,,
00201742,2019,2313513648.0,11277736517.0,132900384546.0,203475025789.0,187333276221.0,129478992823.0,48430.0,유라테크,,
00201742,2020,4436628257.0,14563639090.0,136376245558.0,180401638452.0,170225457577.0,132900384546.0,48430.0,유라테크,,
00133812,2015,43385455280.0,34181715608.0,918399831440.0,665864125741.0,598274435785.0,890754587272.0,4360.0,세방,,
00133812,2016,42343073315.0,24990779465.0,939792734784.0,649012216558.0,583260880267.0,918399831440.0,4360.0,세방,,
00133812,2017,31413159514.0,29307302933.0,953823779800.0,666130125818.0,608110293309.0,939792734784.0,4360.0,세방,,
00133812,2018,43533468404.0,25112669737.0,988929794075.0,651682250494.0,591888735358.0,953823779800.0,4360.0,세방,,
00133812,2019,5494477328.0,51331664792.0,1107634793449.0,723284021805.0,652561251134.0,988929794075.0,4360.0,세방,,
00133812,2020,32610547298.0,40262517123.0,1164648377717.0,842238652659.0,766433448406.0,1115951890395.0,4360.0,세방,,
00666064,2015,-656849471.0,-4596347279.0,89582794810.0,33270438736.0,,64821089320.0,108860.0,셀바스AI,,
00666064,2016,-19289047122.0,-9629965282.0,100647827815.0,35440727579.0,,89582794810.0,108860.0,셀바스AI,,
00666064,2017,-4282232499.0,922132904.0,106906184275.0,46866564778.0,-46304570250.0,100647827815.0,108860.0,셀바스AI,,
00666064,2018,-26584553049.0,-8727271640.0,99226389950.0,35561640817.0,52620422282.0,106906184275.0,108860.0,셀바스AI,,
00666064,2019,-8592018360.0,4286454686.0,94134128546.0,35418105987.0,41593261579.0,99226389950.0,108860.0,셀바스AI,,
00666064,2020,4284014359.0,493241230.0,91544239206.0,34790558634.0,36320615042.0,94134128546.0,108860.0,셀바스AI,,
00608839,2015,2482518025.0,2303093717.0,44656056952.0,29335971438.0,21643216107.0,40624694943.0,96690.0,에이루트,,
00608839,2016,-37225873986.0,-9461873731.0,130429496942.0,33960103805.0,24810433269.0,44656056952.0,96690.0,에이루트,,
00608839,2017,-8661649443.0,9909503140.0,116428169465.0,36658645948.0,26513732754.0,130429496942.0,96690.0,에이루트,,
00608839,2018,-8336747946.0,1426034042.0,86441023636.0,22194326905.0,18726447822.0,116428169465.0,96690.0,에이루트,,
00608839,2019,767296673.0,-6499549064.0,190315596864.0,31253724104.0,24359626635.0,86441023636.0,96690.0,에이루트,,
00608839,2020,-26089755472.0,-1879874215.0,133477508871.0,34670562342.0,26442104468.0,190315596864.0,96690.0,에이루트,,
00202839,2015,-1656998050.0,7785735212.0,53761479528.0,47789241872.0,46026373312.0,58464125712.0,79170.0,한창산업,,
00202839,2016,2026041856.0,-1143817264.0,55662797962.0,47474017258.0,40571150379.0,53761479528.0,79170.0,한창산업,,
00202839,2017,1204407325.0,-1841582345.0,58183650820.0,53948354243.0,48117488891.0,55662797962.0,79170.0,한창산업,,
00202839,2018,1419761338.0,5927247288.0,59066335781.0,62340909505.0,58039890647.0,58183650820.0,79170.0,한창산업,,
00202839,2019,1173930240.0,-1653752159.0,60636709328.0,65366485535.0,60370931512.0,59066335781.0,79170.0,한창산업,,
00202839,2020,1175587585.0,5675663346.0,60405479301.0,56285675886.0,51190072247.0,60636709328.0,79170.0,한창산업,,
00400060,2015,4649798345.0,1537942023.0,50832440273.0,62319956796.0,47016902994.0,47774051967.0,67010.0,이씨에스,,
00400060,2016,5000936162.0,4205426074.0,63187418768.0,75672412714.0,59491633739.0,50832440273.0,67010.0,이씨에스,,
00400060,2017,2689779448.0,12890301291.0,52805921836.0,55696883670.0,41731588189.0,63187418768.0,67010.0,이씨에스,,
00400060,2018,2947961522.0,-2142887267.0,58252052481.0,61915893717.0,48272565951.0,52805921836.0,67010.0,이씨에스,,
00400060,2019,1882181046.0,1450450968.0,59582768351.0,63406007663.0,50621345589.0,58252052481.0,67010.0,이씨에스,,
00400060,2020,3862170796.0,10357544540.0,63334049887.0,70398030286.0,54256869443.0,59582768351.0,67010.0,이씨에스,,
00158112,2015,-240040138.0,13865627769.0,301046857779.0,230679365415.0,200226945481.0,292505708006.0,2200.0,한국수출포장공업,,
00158112,2016,-207517530.0,13605002091.0,299682672830.0,228260406970.0,197741573461.0,301046857779.0,2200.0,한국수출포장공업,,
00158112,2017,-5272469761.0,-7754766436.0,299116741165.0,244383793558.0,226879876352.0,299682672830.0,2200.0,한국수출포장공업,,
00158112,2018,17292579619.0,42002774556.0,298826765600.0,280201270707.0,230460840082.0,299116741165.0,2200.0,한국수출포장공업,,
00158112,2019,18020495763.0,32220359440.0,308084432270.0,271561778700.0,224136837574.0,298826765600.0,2200.0,한국수출포장공업,,
00158112,2020,8353900712.0,25280748578.0,309083508720.0,264812665502.0,226303427888.0,308084432270.0,2200.0,한국수출포장공업,,
00139083,2015,17669532638.0,82266979226.0,459623544875.0,337731061705.0,267965969133.0,378148719646.0,13310.0,아진산업,,
00139083,2016,16718485270.0,83568561659.0,521315888886.0,505965512803.0,417965325342.0,459623544875.0,13310.0,아진산업,,
00139083,2017,10702868332.0,37031441146.0,507300951128.0,427926770819.0,360016261703.0,521315888886.0,13310.0,아진산업,,
00139083,2018,-11199495605.0,97072248005.0,560735296770.0,396944682553.0,343890167531.0,507300951128.0,13310.0,아진산업,,
00139083,2019,13812709931.0,61684952570.0,654694731851.0,440797612268.0,368725460496.0,560735296770.0,13310.0,아진산업,,
00139083,2020,-1323285758.0,36543078438.0,627841987096.0,440703882947.0,380595964168.0,654694731851.0,13310.0,아진산업,,
00163196,2015,-12552959162.0,4349309944.0,342792290616.0,111907878402.0,107422798491.0,315185338999.0,2220.0,한일철강,,
00163196,2016,8360247787.0,11436978906.0,299917723691.0,259653000641.0,225416918283.0,342792290616.0,2220.0,한일철강,,
00163196,2017,9365838590.0,3752194095.0,319893168485.0,155757039794.0,141581553028.0,299917723691.0,2220.0,한일철강,,
00163196,2018,-8209561480.0,4128234206.0,312201042033.0,168600738005.0,162088447286.0,319893168485.0,2220.0,한일철강,,
00163196,2019,-10882920830.0,2931197873.0,319370011727.0,173015464848.0,168982001164.0,312201042033.0,2220.0,한일철강,,
00163196,2020,-4792863759.0,8871771312.0,295057911819.0,157119678876.0,152539436473.0,319370011727.0,2220.0,한일철강,,
00109718,2015,14076790908.0,18314242266.0,657031492770.0,715055912980.0,587631728504.0,363336124890.0,3960.0,사조대림,,
00109718,2016,10020556276.0,60541694218.0,671743821870.0,953549612534.0,786899335599.0,657031492770.0,3960.0,사조대림,,
00109718,2017,42328751648.0,51835777484.0,680094195508.0,987439473860.0,797502517221.0,671743821870.0,3960.0,사조대림,,
00109718,2018,14376103662.0,7584904404.0,720876009638.0,937110912753.0,783021368784.0,680094195508.0,3960.0,사조대림,,
00109718,2019,87072853404.0,77311356062.0,1070930246805.0,1329705655249.0,1138357421286.0,720876009638.0,3960.0,사조대림,,
00109718,2020,36150823097.0,82149683410.0,1124142189722.0,1718104062168.0,1513295207884.0,1070930246805.0,3960.0,사조대림,,
00994994,2015,-8990586156.0,-16345448835.0,99495652475.0,29901809863.0,29883383220.0,73581217175.0,187790.0,나노,,
00994994,2016,-24388858794.0,3412768.0,83440883610.0,48175171385.0,50037070415.0,99495652475.0,187790.0,나노,,
00994994,2017,89290743.0,-1534924861.0,91574664825.0,73089292296.0,62721642315.0,83440883610.0,187790.0,나노,,
00994994,2018,-467314489.0,3779560434.0,108261294555.0,81942719032.0,71007596875.0,91574664825.0,187790.0,나노,,
00994994,2019,-298563912.0,3673949193.0,116141231579.0,73694954560.0,66484745610.0,108261294554.0,187790.0,나노,,
00994994,2020,-10436378087.0,11122440683.0,109623883520.0,47375057509.0,41375621456.0,116141231579.0,187790.0,나노,,
00201733,2015,2046183670.0,59086943.0,94675942044.0,71695413146.0,53529796831.0,92397160266.0,32540.0,TJ미디어,,
00201733,2016,861502133.0,-3447723014.0,96239703631.0,77945341252.0,59578410796.0,94675942044.0,32540.0,TJ미디어,,
00201733,2017,1674128590.0,6011896304.0,98850828974.0,83637581629.0,62303433643.0,96239703631.0,32540.0,TJ미디어,,
00201733,2018,-1589131608.0,12044739283.0,99795523356.0,68523823698.0,52284988619.0,98850828974.0,32540.0,TJ미디어,,
00201733,2019,901689940.0,538438000.0,105918757963.0,75419428538.0,56463840234.0,99795523356.0,32540.0,TJ미디어,,
00201733,2020,-2453026224.0,467140485.0,105799515275.0,55628185706.0,42567036920.0,105918757963.0,32540.0,TJ미디어,,
01047451,2015,166896572.0,164285560.0,11585803484.0,0.0,,11408383339.0,208370.0,셀바스헬스케어,,
01047451,2016,-14869693883.0,-6225925731.0,45481657317.0,23086797282.0,13917216409.0,47251816682.0,208370.0,셀바스헬스케어,,
01047451,2017,-1116105701.0,-4302516423.0,54696398369.0,29575767705.0,16650750004.0,45481657317.0,208370.0,셀바스헬스케어,,
01047451,2018,-19992169627.0,-6897734040.0,41258590258.0,20026268449.0,16295676995.0,54696398369.0,208370.0,셀바스헬스케어,,
01047451,2019,-3328422480.0,3686085861.0,47106648743.0,22351230199.0,13886739841.0,41258590258.0,208370.0,셀바스헬스케어,,
01047451,2020,758702367.0,4226695746.0,45136873731.0,21152350538.0,11393917568.0,47106648743.0,208370.0,셀바스헬스케어,,
00569646,2015,961371227.0,2140355510.0,51565595348.0,57844489824.0,53074814552.0,48551460232.0,143540.0,영우디에스피,,
00569646,2016,11889031745.0,-1544703211.0,137202795759.0,146159357571.0,131354610359.0,51565595348.0,143540.0,영우디에스피,,
00569646,2017,-4577652968.0,331160702.0,162503251972.0,258081454493.0,249240364550.0,137202795759.0,143540.0,영우디에스피,,
00569646,2018,-18244162806.0,1914463130.0,109698409055.0,146297533793.0,151349526489.0,162503251972.0,143540.0,영우디에스피,,
00569646,2019,-1626735255.0,-21356404874.0,100352368066.0,97484768269.0,76275676269.0,109698409055.0,143540.0,영우디에스피,,
00569646,2020,7714958868.0,10554070887.0,103932056459.0,101611716397.0,84851953257.0,100352368066.0,143540.0,영우디에스피,,
00423690,2015,6724810605.0,12863616277.0,155126968852.0,145532696837.0,77837910198.0,155739821639.0,68290.0,삼성출판사,,
00423690,2016,9905223344.0,11428830371.0,176478585172.0,163300247607.0,84113644466.0,155126968852.0,68290.0,삼성출판사,,
00423690,2017,5860954878.0,5865768817.0,184611016227.0,176579639266.0,87204814922.0,176478585172.0,68290.0,삼성출판사,,
00423690,2018,458114800.0,9765145653.0,190739721799.0,186065483226.0,93374721971.0,184611016227.0,68290.0,삼성출판사,,
00423690,2019,6603129745.0,36433748843.0,241486314962.0,202043373529.0,95320805820.0,190739721799.0,68290.0,삼성출판사,,
00423690,2020,53270131336.0,27149292324.0,292398203181.0,167106175978.0,79098822192.0,241636874573.0,68290.0,삼성출판사,,
00152260,2015,-2160920853.0,1942787939.0,129570571085.0,127715459285.0,92020057632.0,130907851915.0,16920.0,카스,,
00152260,2016,-2860997893.0,14336476649.0,121662180766.0,131642969660.0,94130575018.0,130407625310.0,16920.0,카스,,
00152260,2017,1880608346.0,3915533140.0,116218524644.0,139411042450.0,97495884282.0,121662180766.0,16920.0,카스,,
00152260,2018,2566878540.0,-5080223247.0,122741402784.0,139976845894.0,99440901936.0,116218524644.0,16920.0,카스,,
00152260,2019,2953774955.0,5532916978.0,129321340043.0,135786056649.0,96911248730.0,122741402784.0,16920.0,카스,,
00152260,2020,-2204684596.0,8532367659.0,139990155925.0,139360839466.0,98677010482.0,129321340043.0,16920.0,카스,,
00398668,2015,7420541272.0,10934340371.0,114546553463.0,72705901302.0,43847648007.0,106844079937.0,65510.0,휴비츠,,
00398668,2016,11370198519.0,12368362536.0,139518251643.0,66923363777.0,37644783692.0,114546553463.0,65510.0,휴비츠,,
00398668,2017,3461193659.0,9917394218.0,140883447218.0,70387882940.0,41898115369.0,139518251643.0,65510.0,휴비츠,,
00398668,2018,7550013277.0,8374513469.0,141664238964.0,78861274995.0,48311425521.0,140883447218.0,65510.0,휴비츠,,
00398668,2019,8334021736.0,13545454094.0,151897854444.0,87987307040.0,51650822560.0,141664238964.0,65510.0,휴비츠,,
00398668,2020,-3027400476.0,10184323693.0,155474629135.0,70087743982.0,40086937413.0,151897854444.0,65510.0,휴비츠,,
00340272,2015,-1675320932.0,3376433631.0,98859089000.0,100316554512.0,87692543779.0,99899292117.0,50760.0,에스폴리텍,,
00340272,2016,3940388760.0,8982829784.0,105713979665.0,117696774852.0,102030215337.0,98859089000.0,50760.0,에스폴리텍,,
00340272,2017,-3051439165.0,645586634.0,108019265371.0,122283422445.0,107956049611.0,105713979665.0,50760.0,에스폴리텍,,
00340272,2018,1500593199.0,-2015350471.0,103386406999.0,136887454664.0,120307444162.0,108019265371.0,50760.0,에스폴리텍,,
00340272,2019,10734571520.0,23357099742.0,109458240512.0,135032554408.0,107653234640.0,103386406999.0,50760.0,에스폴리텍,,
00340272,2020,7742309711.0,3731954266.0,123743588672.0,135243342973.0,103694297710.0,109458240512.0,50760.0,에스폴리텍,,
00152039,2015,-6835605183.0,1899742482.0,203147147708.0,112358740858.0,105517776918.0,201184232475.0,1380.0,SG글로벌,,
00152039,2016,-1323246551.0,-4946647564.0,210143167628.0,141456441824.0,128311479094.0,203147147708.0,1380.0,SG글로벌,,
00152039,2017,349907744.0,10614844059.0,197415490274.0,143292754299.0,134934969230.0,210143167628.0,1380.0,SG글로벌,,
00152039,2018,3250522428.0,3511767534.0,199625376276.0,134548200063.0,120566962540.0,197415490274.0,1380.0,SG글로벌,,
00152039,2019,753300732.0,15908796905.0,204066347761.0,125797649594.0,112812914855.0,199625376276.0,1380.0,SG글로벌,,
00152039,2020,-2290624496.0,2580231771.0,198865921890.0,85060365619.0,73510001255.0,204066347761.0,1380.0,SG글로벌,,
00587466,2015,61528344033.0,60715584300.0,1171162836937.0,1013970585467.0,900790705265.0,1154028779847.0,92230.0,KPX홀딩스,,
00587466,2016,53425479418.0,99157747401.0,1209888939038.0,937649022164.0,825932148781.0,1171162836937.0,92230.0,KPX홀딩스,,
00587466,2017,58375728671.0,62191502125.0,1512487170715.0,753325551505.0,665652980934.0,1209888939038.0,92230.0,KPX홀딩스,,
00587466,2018,14744539557.0,43399941133.0,1416576552484.0,1022420005091.0,917244094319.0,1512487170715.0,92230.0,KPX홀딩스,,
00587466,2019,75765290839.0,90482621819.0,1448992399555.0,1010321361637.0,867854099628.0,1416576552484.0,92230.0,KPX홀딩스,,
00587466,2020,194061322521.0,89607035030.0,1698659220590.0,953179618487.0,792513012084.0,1448992399555.0,92230.0,KPX홀딩스,,
01158553,2019,-7592749360.0,-12263367.0,74318506409.0,46298662168.0,38317893636.0,58395401608.0,274090.0,켄코아에어로스페이스,,
01158553,2020,-9339055474.0,-10397226124.0,89573320427.0,31647423964.0,30114968826.0,74318506409.0,274090.0,켄코아에어로스페이스,,
00141413,2015,12282589107.0,14779758433.0,112542860631.0,166697452868.0,139631120129.0,104415471838.0,12280.0,영화금속,,
00141413,2016,9241667902.0,7000989352.0,137789309931.0,156388197767.0,133546410660.0,112542860631.0,12280.0,영화금속,,
00141413,2017,4660691266.0,3884202408.0,179811589919.0,180459046735.0,161315061440.0,137789309931.0,12280.0,영화금속,,
00141413,2018,1030946091.0,6755791503.0,208397874825.0,226746202073.0,211394625060.0,179811589919.0,12280.0,영화금속,,
00141413,2019,264119331.0,3357904460.0,201880456881.0,232624501276.0,214984740743.0,208397874825.0,12280.0,영화금속,,
00141413,2020,-9046781922.0,6966937158.0,197590024645.0,179397569568.0,177503362206.0,201880456881.0,12280.0,영화금속,,
00993931,2016,28467842132.0,32823776298.0,188749833649.0,120941189143.0,68268703998.0,163108104325.0,228340.0,동양파일,,
00993931,2017,8245153516.0,22755299446.0,159696071364.0,88578287322.0,61321147343.0,188749833649.0,228340.0,동양파일,,
00993931,2018,-6374996242.0,6212431270.0,148126248453.0,67930078584.0,59032836918.0,159696071364.0,228340.0,동양파일,,
00993931,2019,-15248767728.0,-11846463390.0,129953595351.0,53169205441.0,49352189078.0,148126248453.0,228340.0,동양파일,,
00993931,2020,-6603347766.0,5302637928.0,122305171208.0,46951377354.0,42224643920.0,129953595351.0,228340.0,동양파일,,
01128613,2016,34935211727.0,32667330730.0,436691157035.0,640234067746.0,546761299980.0,260518381626.0,241590.0,화승엔터프라이즈,,
01128613,2017,41613967221.0,32216053262.0,626784092861.0,768224189587.0,641903214485.0,436691157035.0,241590.0,화승엔터프라이즈,,
01128613,2018,17078475062.0,42902379010.0,760455511393.0,879226467059.0,756220062361.0,626784092861.0,241590.0,화승엔터프라이즈,,
01128613,2019,65186144022.0,69312698890.0,978863217935.0,1201591250778.0,1017414271086.0,760455511393.0,241590.0,화승엔터프라이즈,,
01128613,2020,41458632241.0,77653592184.0,1154956254214.0,1115756451023.0,955883296698.0,978863217935.0,241590.0,화승엔터프라이즈,,
00102760,2015,-520745748025.0,215007598329.0,4225711703087.0,1805357059375.0,1690521597961.0,5133091338122.0,11160.0,두산건설,,
00102760,2016,-357034090345.0,-100498299658.0,3030035459157.0,1274565797672.0,1161224864823.0,4225711703087.0,11160.0,두산건설,,
00102760,2017,-184023716514.0,55254246061.0,2845644446985.0,1535864082766.0,1374660973181.0,3030035459157.0,11160.0,두산건설,,
00102760,2018,-551779898127.0,94499464207.0,2399084870136.0,1547803760412.0,1452734770364.0,2845644446985.0,11160.0,두산건설,,
00102760,2019,-75165936125.0,-74316221745.0,2329565925975.0,1781925334302.0,1610346488983.0,2399084870136.0,11160.0,두산건설,,
00102760,2020,-165066393934.0,-55327220232.0,1550362052258.0,1828660921710.0,1686452935824.0,2329565925975.0,11160.0,두산건설,,
00796994,2015,14560901380.0,18226522856.0,89007792805.0,66334460453.0,43072768496.0,74264534200.0,120030.0,조선선재,,
00796994,2016,14463001983.0,14333739317.0,100867385713.0,63087574512.0,40579068835.0,89007792805.0,120030.0,조선선재,,
00796994,2017,15371415508.0,16081224709.0,111971630565.0,66010846443.0,42512858902.0,100867385713.0,120030.0,조선선재,,
00796994,2018,11756847699.0,9323725408.0,115036197421.0,62709302025.0,42850064261.0,111971630565.0,120030.0,조선선재,,
00796994,2019,12811453061.0,15323314006.0,121051072476.0,64043540072.0,43783808064.0,115036197421.0,120030.0,조선선재,,
00796994,2020,9195278604.0,9131056542.0,125961385802.0,59517341792.0,40959234345.0,121051072476.0,120030.0,조선선재,,
00353878,2015,8435624190.0,17449129037.0,128773588894.0,135394761965.0,110352074228.0,106205860598.0,58730.0,다스코,,
00353878,2016,12311538593.0,12969222701.0,157087156210.0,157137163957.0,124425160923.0,128773588894.0,58730.0,다스코,,
00353878,2017,18648663195.0,-13774176041.0,225894571410.0,223185014161.0,172976752858.0,157087156210.0,58730.0,다스코,,
00353878,2018,18160285214.0,25298298693.0,212416938151.0,240804571030.0,199919686674.0,225894571410.0,58730.0,다스코,,
00353878,2019,1888513802.0,11027447903.0,214713941787.0,216209627782.0,185855246887.0,212416938151.0,58730.0,다스코,,
00353878,2020,-7887779442.0,-12482715900.0,249543946307.0,224478508728.0,209819177890.0,214713941787.0,58730.0,다스코,,
00819073,2016,6325594904.0,2951786427.0,90530670717.0,31454021363.0,18670803189.0,53048991824.0,216050.0,인크로스,,
00819073,2017,8292616351.0,3914774652.0,124860423549.0,36750461839.0,22222276065.0,90530670717.0,216050.0,인크로스,,
00819073,2018,8627690026.0,-808244613.0,121311102730.0,35769759371.0,19535900002.0,124860423549.0,216050.0,인크로스,,
00819073,2019,9314082227.0,2441023967.0,144263389698.0,34463400471.0,16787970346.0,121311102730.0,216050.0,인크로스,,
00819073,2020,12307080004.0,24629441626.0,179307690932.0,39440174261.0,18523843780.0,144263389698.0,216050.0,인크로스,,
01165739,2016,-244489.0,-2901483.0,69889831.0,68231288.0,50938632.0,39574854.0,950140.0,잉글우드랩,,
01165739,2017,-12272228.0,-8382280.0,86285861.0,77053750.0,66017926.0,69889831.0,950140.0,잉글우드랩,,
01165739,2018,-5361123.0,-8378744.0,93706161.0,107939820.0,90255015.0,86285861.0,950140.0,잉글우드랩,,
01165739,2019,1946160.0,10464639.0,99622872.0,114371312.0,92187413.0,93706161.0,950140.0,잉글우드랩,,
01165739,2020,2611636.0,6708154.0,99923834.0,116239246.0,94924121.0,99622872.0,950140.0,잉글우드랩,,
00156354,2015,11951939281.0,14288144436.0,459399994166.0,467536890270.0,401651907710.0,430817639297.0,13870.0,지엠비코리아,,
00156354,2016,19525567609.0,41927811651.0,466333873129.0,495119070724.0,420765473088.0,459399994166.0,13870.0,지엠비코리아,,
00156354,2017,11829292208.0,26277914035.0,468879290322.0,466838914426.0,401907706085.0,466333873129.0,13870.0,지엠비코리아,,
00156354,2018,-706452392.0,29886919859.0,475197807167.0,457196868534.0,398141645081.0,468879290322.0,13870.0,지엠비코리아,,
00156354,2019,1791090739.0,29431511026.0,486911659993.0,477535110323.0,414443027238.0,475197807167.0,13870.0,지엠비코리아,,
00156354,2020,-7966501350.0,15929338586.0,488507775797.0,445770428749.0,393609941622.0,486911659993.0,13870.0,지엠비코리아,,
00551920,2015,3407145137.0,6094692913.0,40409457713.0,35964569602.0,9395138496.0,35836402754.0,92730.0,네오팜,,
00551920,2016,7742493669.0,9156579734.0,46509145265.0,42368623342.0,10491981868.0,40409457713.0,92730.0,네오팜,,
00551920,2017,11559211337.0,10646058482.0,56694807176.0,53633506628.0,13490375972.0,46509145265.0,92730.0,네오팜,,
00551920,2018,15369685349.0,16179233444.0,72928484466.0,66274581623.0,17938728535.0,56694807176.0,92730.0,네오팜,,
00551920,2019,19245381592.0,19223989570.0,122741537389.0,83240333171.0,23136103757.0,72928484466.0,92730.0,네오팜,,
00551920,2020,18130855337.0,17073759989.0,132977764124.0,81625347558.0,22983728323.0,122741537389.0,92730.0,네오팜,,
