corp_code,stock_code,corp_name
01169267,252500,세화피앤씨
00325112,053610,프로텍
00925295,173940,에프엔씨엔터
01065785,229500,노브메타파마
00496225,087730,이엠네트웍스
00250997,120240,대정화금
00860332,138040,메리츠금융지주
00138297,011810,STX
00807379,243840,신흥에스이씨
01264234,311060,엘에이티
00105952,006260,LS
00378628,060720,KH바텍
00897752,278280,천보
00160621,003350,한국화장품제조
00363246,046940,우원개발
00539274,084690,대상홀딩스
00145473,044960,이글벳
01180118,417310,코람코더원리츠
00575106,376290,씨유테크
01397772,365270,큐라클
01440481,351340,아이비케이에스제13호기업인수목적
01441611,376980,원티드랩
00533508,094970,제이엠티
00405320,069080,웹젠
00203023,025320,시노펙스
00609661,204610,티쓰리
00216498,037350,성도이엔지
00298340,039440,에스티아이
00161444,016830,한국씨티은행
01174038,254120,자비스
00108977,006370,대구백화점
00858124,140670,알에스오토메이션
00148522,010820,퍼스텍
00335076,049480,오픈베이스
00134963,004430,송원산업
00441650,115500,케이씨에스
00127909,032280,삼일
00243757,039290,인포뱅크
00478900,093190,빅솔론
01419986,344050,신영해피투모로우제6호기업인수목적
00346966,052510,에코솔루션
01418543,342550,케이비제20호기업인수목적
00148948,001550,조비
01405390,347770,핌스
00553025,199150,데이터스트림즈
00124151,005030,부산주공
00157070,025540,한국단자공업
01014718,361390,제노코
00343127,046840,자유투어
00870861,155650,와이엠씨
01354740,365900,브이씨
00231354,037030,파워넷
01032486,241560,두산밥캣
01535150,395400,SK리츠
00407285,059100,아이컴포넌트
00239596,037760,쎄니트
00133089,015200,성원
01504804,367460,유안타제7호기업인수목적
00577335,129920,대성하이텍
00153755,004100,태양금속공업
00132804,004980,성신양회
01222432,306040,에스제이그룹
01437186,365550,ESR켄달스퀘어리츠
00174208,036890,진성티이씨
00659976,265560,영화테크
01160512,900270,헝셩그룹
01020269,434190,탈로스
00785475,131390,원익피앤이
00143262,010400,우진아이엔에스
00114093,004830,덕성
00181299,089980,상아프론테크
01364747,399720,가온칩스
00347442,051810,모보
00654272,171010,램테크놀러지
00990165,183190,아세아시멘트
00809517,226350,아이엠텍
00327819,171090,선익시스템
00257732,101680,한국정밀기계
00176516,036190,금화피에스시
00126371,009150,삼성전기
01686755,441270,파인엠텍
00593032,093050,LF
00133511,004060,SG세계물산
00414601,077500,유니퀘스트
00416654,072130,유엔젤
00102140,009140,경인전자
00171867,042110,에스씨디
00287788,040420,정상제이엘에스
01047840,207760,미스터블루
00587457,094480,갤럭시아머니트리
00124276,008470,부스타
00155151,043370,피에이치에이
00143527,012320,경동인베스트
00611286,191600,블루탑
00138446,013990,아가방컴퍼니
00269612,047310,파워로직스
00350482,045300,성우테크론
00256715,043650,국순당
00127936,002290,삼일기업공사
00154055,001420,태원물산
00447928,085910,네오티스
00144164,018670,SK가스
00159564,025890,한국주강
00759294,122990,와이솔
00112165,092200,디아이씨
00445799,093920,서원인텍
01478712,353200,대덕전자
00143314,015260,에이엔피
00138701,002030,아세아
00364306,081580,성우전자
00244783,052600,한네트
01396931,337840,유엑스엔
00152783,049430,코메론
00167280,007630,폴루스바이오팜
00105299,014280,금강공업
00623661,104830,원익머트리얼즈
00159102,005830,DB손해보험
01076550,221670,주노콜렉션
00122898,007210,벽산
01101041,225590,패션플랫폼
00365758,052860,아이앤씨
00808022,140410,메지온
00626710,096300,한국월드와이드베트남부동산개발특별자산1호투자회사
00939331,161890,한국콜마
00296005,046970,우리로
01077577,215360,우리산업
00231372,032350,롯데관광개발
00221728,066130,하츠
00761952,123860,아나패스
00129271,009470,삼화전기
00164812,011760,현대코퍼레이션
00188797,119500,포메탈
01416457,341160,하나금융15호기업인수목적
01069736,256150,한독크린텍
01070857,217600,켐온
00540340,290510,코리아센터
01116380,245450,씨앤에스링크
00374020,063760,이엘피
01139965,408900,스튜디오미르
00188089,020000,한섬
00106368,011780,금호석유화학
00264228,038620,위즈코프
00149026,000590,CS홀딩스
00256380,049520,유아이엘
00167004,024060,흥구석유
01199189,264850,이랜시스
00302120,054340,피앤텔
00112721,140520,대창스틸
00123781,026940,부국철강
00604815,121890,에스디시스템
00155498,001310,풍림산업
01291317,393890,더블유씨피
00154718,082920,비츠로셀
00350020,049120,파인디앤씨
00117382,004510,디와이홀딩스
00125646,018310,삼목에스폼
00131692,008490,서흥
00422284,072870,메가스터디
00107677,002070,비비안
00234227,056080,유진로봇
00249982,035610,솔본
00110608,155660,DSR
01059605,210540,디와이파워
00131328,016140,두함지개발
00540429,090710,휴림로봇
00398808,068930,디지털대성
00124577,008120,엠소닉
01344752,327970,케어룸의료산업
00252001,058480,해원에스티
00265005,057540,옴니시스템
00626011,119830,아이텍
00348034,052790,액토즈소프트
00832700,207490,에이펙스인텍
00761059,251970,펌텍코리아
00622787,377740,바이오노트
00136402,006880,신송홀딩스
01436336,349720,이베스트기업인수목적5호
00133335,000180,성창기업지주
00123648,005350,심팩인더스트리
00131054,001200,유진증권
00185356,033100,제룡전기
00112679,015230,대창단조
01113949,195440,퓨전
00359076,064480,브리지텍
00439965,121600,나노신소재
01487446,359090,씨엔알리서치
00160205,010040,한국내화
00576789,113810,디젠스
00360674,056360,코위버
00133557,024940,PN풍년
00129280,011230,삼화전자공업
00141608,014940,오리엔탈정공
00130046,009280,다함이텍
00404288,059120,아진엑스텍
00135467,049830,승일
00260383,006650,대한유화
01301252,425040,티이엠씨
00579971,094360,칩스앤미디어
00364847,067920,이글루
00883980,143160,아이디스
00604426,119610,인터로조
00491053,086060,진바이오텍
01102095,225650,쿠첸
00359580,054800,아이디스홀딩스
00145109,000100,유한양행
00201131,032080,아즈텍WB
00925189,187270,신화콘텍
00132628,014910,성문전자
01119651,276240,엘리비젼
00866062,170920,엘티씨
00305297,052330,코텍
00413523,053690,한미글로벌
00185222,045520,크린앤사이언스
01115044,251280,안지오랩
00142883,017370,우신시스템
01188749,299480,지앤이헬스케어
00161781,025980,아난티
00612188,098660,에스티오
01505186,365590,하이딥
00137012,103230,에스앤더블류
00118275,003160,디아이
00235183,044780,에이치케이
00807397,121850,코이즈
00352718,053110,소리바다
00133876,011560,세보엠이씨
00500254,078930,GS
00113359,030610,교보증권
00347062,052260,현대바이오랜드
00264732,038950,파인디지털
00879020,142210,유니트론텍
00295547,043360,디지아이
00186717,053620,태양
00177816,078600,대주전자재료
00351807,048910,대원미디어
00669450,199290,바이오프로테크
01326224,307280,원바이오젠
00109587,004780,대륙제관
00161976,016450,한세예스24홀딩스
00447502,086040,바이오톡스텍
00261009,036620,감성코퍼레이션
01583953,413300,티엘엔지니어링
00555740,110660,툴코리아
00188715,053660,현진소재
00435312,071090,하이스틸
00916826,223250,드림씨아이에스
01187494,261200,덴티스
01388631,329020,오션스톤
00246417,039030,이오테크닉스
00555874,089590,제주항공
00406727,067770,세진티에스
00120021,003550,LG
00201788,065620,제낙스
00447982,074000,에스지피엠
00432102,071050,한국금융지주
00231664,041190,우리기술투자
00115065,023450,동남합성
00921916,357550,석경에이티
00162832,024740,한일단조
00266934,043200,파루
00369657,058470,리노공업
00563518,126340,비나텍
00170558,021240,코웨이
00360577,054940,엑사이엔씨
00238153,037070,파세코
01576102,396690,미래에셋글로벌리츠
01062867,214680,디알텍
00806972,127160,매직마이크로
00359623,072470,우리산업홀딩스
00240857,038460,바이오스마트
00306162,038540,상상인
00138260,009160,SIMPAC
00485177,094820,일진파워
00261355,038390,레드캡투어
00164724,017800,현대엘리베이터
00423177,054450,텔레칩스
01418260,354230,폭스소프트
00231442,033130,디지틀조선
01013311,214180,헥토이노베이션
01035368,425420,티에프이
00961570,290520,신도기연
00148364,003380,하림지주
01428249,347140,케이프이에스제4호기업인수목적
00923899,158310,참존글로벌
00997812,183300,코미코
00695969,094170,동운아나텍
00139764,011090,에넥스
00334624,038160,팍스넷
00128926,017480,삼현철강
00612489,214430,아이쓰리시스템
00140052,003800,에이스침대
00367455,092300,현우산업
00673301,120780,전우정밀
01345724,318660,타임기술
00165361,036840,휴코드홀딩스
00105606,214330,금호에이치티
01142075,163730,핑거
00201742,048430,유라테크
00133812,004360,세방
00666064,108860,셀바스AI
00608839,096690,에이루트
01018802,140610,엔솔바이오사이언스
00202839,079170,한창산업
00400060,067010,이씨에스
00158112,002200,한국수출포장공업
01397620,328130,루닛
00139083,013310,아진산업
00163196,002220,한일철강
00109718,003960,사조대림
00994994,187790,나노
00201733,032540,TJ미디어
01047451,208370,셀바스헬스케어
00569646,143540,영우디에스피
00423690,068290,삼성출판사
00152260,016920,카스
00398668,065510,휴비츠
00340272,050760,에스폴리텍
00152039,001380,SG글로벌
00587466,092230,KPX홀딩스
01158553,274090,켄코아에어로스페이스
00141413,012280,영화금속
00993931,228340,동양파일
01128613,241590,화승엔터프라이즈
00102760,011160,두산건설
00796994,120030,조선선재
01514519,373340,유진기업인수목적6호
00353878,058730,다스코
00599489,140290,청광건설
00819073,216050,인크로스
01343735,348840,데이드림엔터테인먼트
01367586,417500,제이아이테크
01165739,950140,잉글우드랩
00156354,013870,지엠비코리아
00551920,092730,네오팜
01488320,378340,필에너지
01591606,405350,아이비케이에스제17호기업인수목적
00108612,017860,DS단석
01528530,377630,삼성기업인수목적4호
00149293,000010,신한은행
01676989,440200,케이비제23호기업인수목적
01305869,188260,세니젠
00561723,088280,쏘닉스
00112819,017680,데코앤에프
01447217,353070,에이치엠씨아이비제4호기업인수목적
00138279,010950,S-Oil
00160418,010100,한국무브넥스
01568875,388220,하나금융19호기업인수목적
01146220,271830,팸텍
00145552,005950,이수화학
00167031,010240,흥국
00449379,067990,도이치모터스
00116949,007340,DN오토모티브
00239514,054090,삼진엘앤디
01163050,271850,다이오진
00206084,033020,세아메탈
00302236,052960,태양3C
01328639,900340,윙입푸드
00191287,020400,대동금속
01144028,260930,씨티케이
00176914,023590,다우기술
01580178,397500,대신밸런스제11호기업인수목적
01504910,367480,유안타제8호기업인수목적
00117258,027390,한화갤러리아타임월드
00121686,033160,엠케이전자
00160232,044450,KSS해운
00409371,079950,인베니아
00525882,096240,크레버스
01516368,419120,산돌
00508344,210980,SK디앤디
00892526,263020,디케이앤디
00410997,069140,누리플랜
01305249,330730,스톤브릿지벤처스
00494218,073110,엘엠에스
00111722,006800,미래에셋증권
00244419,033430,디에스티
00536888,093640,케이알엠
00140362,005560,제이에스전선
01447244,353060,에이치엠씨아이비제5호기업인수목적
01567520,387310,대신밸런스제10호기업인수목적
00128227,009770,삼정펄프
01080252,348210,넥스틴
01416572,340440,세림B&G
00352000,049130,하우리
00670085,138690,엘아이에스
01402995,432470,케이엔에스
00158316,034310,NICE
00583424,090430,아모레퍼시픽
01535257,380440,엔에이치기업인수목적19호
01494154,389030,지니너스
01021639,405920,나라셀라
00173661,001970,에스지신성건설
00113997,020150,롯데에너지머티리얼즈
00173032,025900,동화기업
00480455,077970,STX엔진
00228350,056700,신화인터텍
00520610,101240,씨큐브
00133751,017510,세명전기
00137234,012860,모베이스전자
00255433,042510,라온시큐어
00389970,064260,다날
00812362,141020,디에스앤엘
00363592,054920,한컴위드
01116344,208850,이비테크
00106313,002990,금호건설
01309421,452160,제이엔비
00365934,089890,코세스
00828789,128820,대성산업
01112700,246250,에스엘에스바이오
00125576,033250,체시스
01203376,264450,유비쿼스
01365384,379390,이성씨엔아이
01591262,404950,디비금융제10호기업인수목적
00855163,134380,미원화학
00584362,081970,케이엑스넥스지
01023822,236340,메디젠휴먼케어
00372688,057680,티사이언티픽
01363818,330590,롯데리츠
00965512,418420,라온텍
00441304,078890,가온그룹
00619507,112290,와이씨켐
01497124,452300,캡스톤파트너스
00269852,041020,폴라리스오피스
00472890,075970,동국알앤에스
01576713,396770,엔에이치기업인수목적22호
00456218,080160,모두투어
01089855,220630,맘스터치앤컴퍼니
00127255,003720,삼영
00531917,108230,톱텍
01450105,353490,미래에셋대우기업인수목적5호
01134216,417790,트루엔
01631658,426670,대신밸런스제12호기업인수목적
00614593,137940,넥스트아이
00910947,155900,바다로19호선박투자회사
00800084,900120,씨엑스아이
01505469,367360,디비금융제9호기업인수목적
00114552,002150,도화엔지니어링
00116301,008260,NI스틸
00163318,006920,모헨즈
00121570,008420,문배철강
00142865,024070,WISCOM
00490151,091700,파트론
00138747,050860,아세아텍
00483735,076610,해성옵틱스
00359474,058420,제이웨이
00231105,033500,동성화인텍
01030503,457550,우진엔텍
01350869,316140,우리금융지주
01493535,363260,모비데이즈
00180795,023810,인팩
00646732,100250,진양홀딩스
01335578,310200,애니플러스
00564562,097520,엠씨넥스
01526949,377400,하이제6호기업인수목적
00105040,012340,뉴인텍
00152437,064820,케이프
00353762,054780,키이스트
00173999,024800,유성티엔에스
00862312,105760,포스뱅크
00356389,035200,프럼파스트
00657756,135160,무송지오씨
00418379,043910,자연과환경
01596665,409570,한국제10호기업인수목적
00309460,440290,HB인베스트먼트
00652007,241770,메카로
00757816,149940,모다
00102113,012610,경인양행
00145598,102460,이연제약
00454399,080010,이상네트웍스
01476219,355150,코스텍시스
01043853,206400,베노티앤알
00409672,084870,티비에이치글로벌
00664048,115440,우리넷
01652970,427950,하나금융23호기업인수목적
01158632,250030,진코스텍
00138057,004770,써니전자
00605328,264660,씨앤지하이테크
00372253,115960,연우
01797440,472230,SK증권제11호스팩
00468374,074600,원익QnC
00689418,111820,지유온
00260569,036200,유니셈
00159971,009440,KC그린홀딩스
01357446,370090,퓨런티어
01787072,468760,유진스팩10호
01791561,469900,하나31호스팩
00367710,111380,동인기연
00117744,000060,메리츠화재해상보험
00611912,125210,아모그린텍
00876209,208890,미래엔에듀파트너
01293953,356890,싸이버원
00692254,114840,아이패밀리에스씨
00351995,053050,지에스이
00957373,168360,펨트론
00126201,006660,삼성공조
00760999,263810,상신전자
00111014,007640,애큐온저축은행
00604028,376180,피코그램
01685251,451760,컨텍
00642897,099390,브레인즈컴퍼니
01632851,426550,아이비케이에스제19호기업인수목적
00618401,114120,크루셜텍
00533191,082800,비보존 제약
00913689,148150,세경하이테크
01080687,227610,아우딘퓨쳐스
01237434,300080,플리토
00266961,035420,NAVER
00890388,138290,지성이씨에스
00578538,130740,티피씨글로벌
01419384,343510,하나금융16호기업인수목적
00122694,002410,범양건영
00141556,039830,오로라
00405719,052460,아이크래프트
00602279,186230,그린플러스
00624749,317830,에스피시스템스
00990563,242350,피엔아이컴퍼니
01514528,366330,신한제7호기업인수목적
01264872,303530,이노뎁
00858364,138930,BNK금융지주
00161693,009240,한샘
00147994,042600,새로닉스
00230814,078590,휴림에이텍
00124780,014710,사조씨푸드
00139214,000810,삼성화재해상보험
00166500,010660,화천기계
01135941,240810,원익IPS
00173351,032750,삼진
01221947,271780,비엔에프머티리얼즈
00296324,051780,큐로홀딩스
01515864,396270,넥스트칩
01513404,372290,하나머스트7호기업인수목적
01676642,452430,사피엔반도체
00165103,005670,푸드웰
01387164,378800,샤페론
01524118,417010,나노팀
00362858,053280,예스24
00535676,089030,테크윙
00664288,245030,스페이스솔루션
00886792,162120,루켄테크놀러지스
01110058,199730,바이오인프라
00878696,326030,에스케이바이오팜
00231901,309960,LB인베스트먼트
00155735,006140,피제이전자
00181943,025530,에스제이엠홀딩스
00450339,112240,에스에프씨
00595191,093370,후성
00120216,002550,KB손해보험
00136271,011930,신성이엔지
00426828,068100,케이웨더
00149239,018470,조일알미늄
01328170,317860,노드메이슨
01365038,389020,자람테크놀로지
01231786,317770,엑스페릭스
01505450,367340,디비금융제8호기업인수목적
00612294,137400,피엔티
00264547,035600,KG이니시스
00104768,000500,가온전선
01137903,290550,디케이티
01442115,950200,소마젠
01528141,417200,LS머트리얼즈
00297961,043290,케이맥
01147487,406820,뷰티스킨
01705777,450410,엔에이치기업인수목적28호
00150165,018290,브이티
00390514,065440,이루온
00165060,013030,하이록코리아
00767460,178920,PI첨단소재
01047415,208140,정다운
01205514,456190,큐라켐
00599595,126600,BGF에코머티리얼즈
01423837,288980,모아데이타
00571298,263600,덕우전자
00152729,017900,광전자
00660459,247660,나노씨엠에스
01383229,417840,저스템
00920379,356860,티엘비
00607797,224810,엄지하우스
01187865,267810,앙츠
00231707,032850,비트컴퓨터
00360595,086280,현대글로비스
00403632,126560,현대퓨처넷
01540815,415380,스튜디오삼익
00364403,050890,쏠리드
00208444,031980,피에스케이홀딩스
00161860,003680,한성기업
01596656,408920,메쎄이상
00554024,091990,셀트리온헬스케어
00428251,069960,현대백화점
00135962,004970,신라교역
01336461,348340,뉴로메카
00378220,066410,버킷스튜디오
00447609,090460,비에이치
00106119,001570,금양
00108940,016710,대성홀딩스
01583397,400560,하나금융20호기업인수목적
01792791,469480,IBKS제24호스팩
00568188,098120,마이크로컨텍솔
00140964,009970,영원무역홀딩스
00311270,216280,원텍
01199550,322000,HD현대에너지솔루션
00543107,080580,오킨스전자
00164502,170030,현대공업
01190513,267060,명진홀딩스
01721809,453340,현대그린푸드
00106669,001430,세아베스틸지주
00156895,027360,아주IB투자
00380429,058820,CMG제약
00138695,013340,뉴아세아
00173078,009900,명신산업
00601988,402030,코난테크놀로지
00573579,090080,평화산업
00634728,092130,이크레더블
00861076,145270,케이탑리츠
00910840,192390,윈하이텍
00109781,017650,대림제지
00361266,056000,코원플레이
01055317,215050,비엔디생활건강
01344202,338220,뷰노
00776820,111770,영원무역
00599285,140070,서플러스글로벌
00550994,099190,아이센스
01566248,383310,에코프로에이치엔
00117708,012700,리드코프
01546101,451220,아이엠티
01475609,377190,디앤디플랫폼리츠
00140779,014440,영보화학
01534522,380320,삼성머스트기업인수목적5호
00105138,033540,파라텍
01187175,285770,라이프사이언스테크놀로지
00922304,136410,아셈스
00925587,348350,위드텍
00872656,282720,금양그린파워
00134565,015020,이스타코
00125822,009620,삼보산업
00228712,088910,동우팜투테이블
00140858,007530,와이엠
01781847,465320,교보15호스팩
00667373,460930,현대힘스
01186671,281310,바이오시네틱스
00136624,005800,신영와코루
01259232,285490,노바텍
00248974,293480,하나제약
00413417,073560,우리손에프앤지
00222213,039870,피케이엘
01816268,478390,KB제29호스팩
00498001,101330,모베이스
00397243,066350,티엔아이
00842585,153460,네이블
00978075,179720,머니무브
01150515,389260,대명에너지
00127954,051500,CJ프레시웨이
01442966,357430,마스턴프리미어리츠
01148909,284420,휴럼
00341916,048260,오스템임플란트
00337296,122830,원포유
00450995,317850,대모
00202060,053270,구영테크
00161116,014790,HL D&I
01251489,300120,라온피플
00838962,131370,알서포트
01011368,295310,에이치브이엠
00103121,017160,세븐코스프
00103325,002540,고제
00114765,001620,케이비아이동국실업
01190568,278470,에이피알
00625942,114810,한솔아이원스
00106508,006070,기린
00107923,001950,남한제지
00110051,036490,에스케이머티리얼즈
00264103,044770,에이엠에스
00264839,039060,아이비진
00132992,015750,성우하이텍
00153339,015890,태경산업
00365457,089790,제이티
00660121,196490,디에이테크놀로지
01284751,429270,시지트로닉스
01672114,436610,한국제11호기업인수목적
00909835,351870,차이커뮤니케이션
00117027,001780,알루코
00159874,009760,한국지주
00111829,016890,대웅바이오
00115427,004660,신동방CP
00116499,006600,동신제약
01212383,262760,엔케이맥스
01014055,234300,에스트래픽
01817081,475150,SK이터닉스
00544577,089970,브이엠
01807729,475250,하나33호스팩
00120508,002270,롯데푸드
00121251,028090,네오퍼플
00127024,008720,삼양엔텍
00503899,079660,사조해표
00110875,020180,대신정보통신
01494118,376930,노을
00132105,003940,삼양제넥스
00132114,014300,선진지주
01018167,260490,캐로스
00138376,041550,쎄라텍
00139418,021570,알루코
01765265,460860,동국제강
00149248,009380,아세아페이퍼텍
00149840,005600,중앙제지
00151252,004530,에스와이
01251577,290270,휴네시온
01815764,478110,이베스트스팩6호
00163682,008560,메리츠증권
00154392,016570,에스트라
00409681,067390,아스트
00108490,048830,엔피케이
00150828,002780,진흥기업
00164779,000660,SK하이닉스
00260930,041510,에스엠
00171636,004150,한솔홀딩스
00181712,034730,SK
00632304,096760,JW홀딩스
00198378,031390,녹십자셀
00238199,067730,로지시스
00159412,002300,한국제지
00163044,003040,한일약품공업
00164292,003900,동원데어리푸드
00208301,053440,성우몰드
00220446,054250,예일바이오텍
00653112,233190,미래자원엠엘
00414850,094280,효성 ITX
00874195,204990,코썬바이오
01658266,430230,하나금융24호기업인수목적
00945457,185490,아이진
01276594,293940,신한알파리츠
00115931,039840,디오
00604268,262260,에이프로
01169498,248020,젬
00234449,054790,제이엠피
00587925,142760,모아라이프플러스
00247939,037600,씨모스
01119387,241510,이에스산업
00988364,184230,SGA솔루션즈
00825223,126640,화신정공
00148984,000480,시알홀딩스
00606293,130580,나이스디앤비
01798980,473050,유안타제15호스팩
00652423,101140,인바이오젠
00252658,046810,코리언일랙트로닉스파워소스
00127167,002810,삼영무역
01138993,278380,원바이오젠
00857480,143240,사람인
00101664,214390,경보제약
00249034,035430,드림라인
00983040,180640,한진칼
01510489,950210,프레스티지바이오파마
01203507,299670,에스엠비나
01232192,464280,티디에스팜
01181515,290650,엘앤씨바이오
00390860,065150,대산F&B
01233465,303810,동국생명과학
00265324,035760,CJ ENM
01014657,138580,비즈니스온커뮤니케이션
01658831,475830,오름테라퓨틱
00352064,053160,프리엠스
00173069,011400,아진카인텍
01063237,222670,플럼라인생명과학
00136226,065350,신성델타테크
00682992,298870,우리벤처파트너스
00110547,003050,링세오코리아
00562245,124560,태웅로직스
00403793,301300,바이브컴퍼니
01113718,226950,올릭스
00295370,039230,제이앤케이인더스트리
00603348,093320,케이아이엔엑스
00369107,082850,우리바이오
01667592,433530,키움제7호기업인수목적
01142260,460870,에스엠씨지
00797364,119650,KC코트렐
00130408,079650,서산
01142400,164060,이루다
00364795,060300,레드로버
00129235,004450,삼화왕관
01641600,475580,에이럭스
00471068,077360,덕산하이메탈
01492651,372320,큐로셀
01803927,481070,에이유브랜즈
01572489,386580,한화플러스제2호기업인수목적
00766106,105550,엣지파운드리
01204056,352820,하이브
00113562,000400,롯데손해보험
00226316,111110,호전실업
00577380,138070,신진에스엠
01814233,477380,미래에셋비전스팩4호
01594764,405640,신한제9호기업인수목적
01072518,163430,디피코
01217014,290090,트윔
01381984,357880,SKAI
00160375,010640,진양폴리우레탄
00164788,012330,현대모비스
00330044,050110,캠시스
01583652,434480,모니터랩
01074862,215200,메가스터디교육
00124504,047050,포스코인터내셔널
00128032,000520,삼일제약
00441243,093240,형지엘리트
01281541,446440,에피바이오텍
01814589,477760,디비금융스팩12호
00264255,043150,바텍
00269922,041830,인바디
00225706,234080,JW생명과학
00557508,114090,GKL
01540453,445090,에이직랜드
00373021,073640,테라사이언스
01866528,489210,교보17호스팩
00135795,029530,신도리코
00161125,018880,한온시스템
00596260,079970,투비소프트
00138792,020560,아시아나항공
00651901,298690,에어부산
00490090,099750,이지케어텍
01854408,487830,신한제15호스팩
01620713,421800,교보12호기업인수목적
01207901,466410,사이냅소프트
01847550,484130,하나34호스팩
00121039,017180,명문제약
00458562,089530,에이티세미콘
00159731,019660,글로본
01616808,413600,키움제6호기업인수목적
00159193,015760,한국전력공사
00105271,002380,케이씨씨
00123523,004650,창해에탄올
00124197,003030,세아제강지주
00264945,036800,나이스정보통신
00276834,052900,KX하이텍
00307897,032710,신한카드
01205851,267260,HD현대일렉트릭
01236897,271980,제일약품
01010642,144510,지씨셀
01217829,265740,엔에프씨
00108065,015540,에코바이브
00317210,043260,성호전자
00153278,019770,서연탑메탈
01357765,348080,큐라티스
00260408,036580,팜스코
00405959,115570,스타플렉스
01621280,424140,케이비제21호기업인수목적
00351427,096250,와이즈넛
00415594,100130,동국S&C
00362238,079980,휴비스
00441447,089150,케이씨티
00495086,087600,픽셀플러스
01003040,192250,케이사인
01807738,475240,하나32호스팩
01283974,451250,삐아
00102432,013580,계룡건설산업
00230036,030350,드래곤플라이
00360036,046310,백금T&A
00567897,389500,에스비비테크
00610490,148140,비디아이
00125150,005090,SGC에너지
00371485,089010,켐트로닉스
01013694,211050,인카금융서비스
01159853,243070,휴온스
01310773,333620,엔시스
00386937,060000,국민은행
01179866,398120,에스지헬스케어
00453929,078160,메디포스트
00765462,297090,씨에스베어링
00670340,112610,씨에스윈드
01624162,425290,삼성기업인수목적6호
00239639,038500,삼표시멘트
00532059,114450,그린생명과학
00580199,086900,메디톡스
00877059,207940,삼성바이오로직스
00926522,191420,테고사이언스
00102618,012200,계양전기
00297095,051490,나라엠앤디
00141246,016250,SGC E&C
00753643,109070,주성코퍼레이션
00441128,058220,아리온테크놀로지
01672053,436530,케이비제22호기업인수목적
00104537,006050,국영지앤엠
00105855,010120,엘에스일렉트릭
00143907,012620,원일특강
00185046,048550,SM C&C
00918222,156100,엘앤케이바이오
00825959,126700,하이비젼시스템
00144650,054930,유신
00299464,047820,초록뱀미디어
00602136,104460,디와이피엔에프
00120571,005300,롯데칠성음료
00220969,045060,오공
00313649,048410,현대바이오
00231363,032640,LG유플러스
00487546,076080,웰크론한텍
00303873,079160,CJ CGV
00617314,219130,타이거일렉
01766167,458320,케이비제26호기업인수목적
00450931,101970,우양에이치씨
00291231,052270,우전
00161383,042700,한미반도체
00172680,005160,동국산업
00104388,007690,국도화학
00288343,065570,삼영이엔씨
00111999,003220,대원제약
00870481,128540,에코캡
01047169,208350,지란지교시큐리티
01078178,218410,RFHIC
01095722,222800,심텍
01288410,318160,셀바이오휴먼텍
01538528,453860,에이에스텍
01770203,462520,조선내화
01138595,199480,뱅크웨어글로벌
00132202,086710,선진뷰티사이언스
01139035,277880,티에스아이
01544468,456070,이엔셀
00367400,463480,모티브링크
00113410,000120,CJ대한통운
00216762,045100,한양이엔지
00131850,001510,SK증권
00536523,090360,로보스타
00660750,166090,하나머티리얼즈
01208751,212710,아이에스티이
00159005,002000,생고뱅코리아홀딩스
01866926,492220,KB제31호스팩
01695498,419700,이브이파킹서비스
00124540,047040,대우건설
01663055,430460,한화플러스제3호기업인수목적
01857991,489730,디비금융제13호스팩
00861720,181340,이즈미디어
01316245,298040,효성중공업
01370863,402490,그린리소스
01574760,393360,신한제8호기업인수목적
00528791,412540,제일엠앤에스
00629212,131180,딜리
00111810,003090,대웅
01259056,299910,애닉
00259545,123040,엠에스오토텍
01208821,266350,팡스카이
00159209,052690,한전기술
00868705,136540,윈스테크넷
00821607,123750,알톤
00155124,010770,평화홀딩스
00258801,035720,카카오
00297989,046120,오르비텍
00357360,069640,한세엠케이
00338170,452400,이닉스
00390055,063160,종근당바이오
00427483,069620,대웅제약
00397191,068050,팬엔터테인먼트
00445054,067310,하나마이크론
00155638,002230,피에스텍
01302853,368600,아이씨에이치
01804476,474490,유안타제16호스팩
00155319,005490,POSCO홀딩스
00157681,004000,롯데정밀화학
00939687,163560,동일고무벨트
00540641,084670,동양고속
00684802,244920,에이플러스에셋
00872984,139480,이마트
01385050,389650,넥스트바이오메디컬
00663669,114630,폴라리스우노
00385336,064240,홈캐스트
00672603,199430,케이엔알시스템
00113191,003690,코리안리
00103644,042370,비츠로테크
00126487,007700,F&F 홀딩스
00141389,036560,KZ정밀
00219486,035510,신세계I&C
01568413,383220,F&F
01880801,415640,KB발해인프라
00207375,054670,대한뉴팜
01765256,460850,동국씨엠
01519790,484870,엠앤씨솔루션
00623184,192410,오늘이엔엠
00527011,376190,엘비루셈
00132725,003080,SB성보
00878517,224020,에스케이씨에스
01276026,314130,지놈앤컴퍼니
01358463,319400,현대무벡스
01368354,330860,네패스아크
01270749,289930,웨이비스
01011526,348370,엔켐
00164308,010090,이마트에브리데이
01085026,240600,유진테크놀로지
01186404,263720,디앤씨미디어
00310156,049180,셀루메드
00929228,224760,엔에스컴퍼니
01747977,489500,엘케이켐
01671601,446600,카이바이오텍
00166175,021040,대호특수강
01082348,226400,오스테오닉
00138321,008670,신한투자증권
00877174,169330,엠브레인
00119007,009580,무림P&P
00121507,001810,무림SP
01373709,456010,아이씨티케이
00156956,034950,한국기업평가
00304401,047730,텔라움
00348788,053200,디이시스
00136086,009200,무림페이퍼
